PRODUCT_ID,PRODUCT_CATEGORY_NAME,PRODUCT_NAME,CURR_RETL_PRICE,HEIGHT,WIDTH,DEPTH,HAZMAT_FLG,MERCURY_FLG,ELECTRIC_FLG,CHEMICAL_FLG,LIQUID_FLG,AEROSOL_FLG,PESTICIDE_FLG,BATTERY_FLG,GAS_FLG,MARKETING_COPY
1002226802,CABLE TIES,"CE 14"" BLK UV RESIST CABLE TIE 20PK",3.59,0.05,0.22,1.26,N,N,N,N,N,N,N,N,N,Cable Ties are designed for commercial use with wide operating temperature ranges and superior holding power. Cable Ties are manufactured using a superior nylon 6/6 material. All cable ties are UL62275 listed.
1002500361,GAS SNOW BLOWERS,"TORO POWER MAX 824OE 24"" 2STG SNOBLR",795.02,,,,,,,,,,,,,
1002501110,GAS SNOW BLOWERS,"ARIENS CLASSIC 24"" 2STG E-STRT SNBLR",698.69,,,,,,,,,,,,,
1002508086,GAS SNOW BLOWERS,"CUB CADET 2X 26"" 2STG E-STRT SNOBLR",937.88,,,,,,,,,,,,,"The Cub Cadet 243 cc, OHV 4-Cycle 2-Stage 26 in. Gas Snow Blower lets you clear snow effortlessly. The single-hand 4-way chute control allows you to quickly change the direction and pitch of the snow you throw with 1 hand. Zero-Turn Posi-Steer power steering delivers effortless, single-hand turning so you can easily maneuver areas of all shapes and sizes. 12 in. serrated steel, heavy-duty augers and steel shave plate effortlessly cut through tough snow and ice."
1002596974,1HDL KITCHEN FAUCETS,NOELL 1HDL KITCH FAUCET W/SPRAY SS,138.35,0.31,1.02,2.04,N,N,N,N,N,N,N,N,N,"The MOEN Noell 1-Handle Kitchen Faucet was designed with attention to detail. The Noell collection embodies elaborate traditional designs to enhance the style and design of any home. This faucet includes a side spray hose for convenient, flexible cleaning at the sink."
1002608359,CABLE TIES,CE ASSORTED CABLE TIES- UV RES 650PC,11.6,,,,,,,,,,,,,Cable Ties are designed for commercial use with wide operating temperature ranges and superior holding power. Cable Ties are manufactured using a superior nylon 6/6 material. All cable ties are UL62275 listed.
1002664709,GAS SNOW BLOWERS,"CUB 3X 26"" 3STG E-STRT SNOBLR",1236.07,,,,,,,,,,,,,"Introducing the revolutionary new Cub Cadet 3X 3-Stage snow blower. These industry exclusive cuts through tough packed snow and ice like no other machine available today. The 3X's unique high-speed Induction Accelerator draws snow through the system, creating an effortless forward motion. No backups. No ride ups. No spill over. This new 3X technology easily cuts through deep snowfall up to 50% faster than 2-Stage snow blowers. There's no stopping the next generation of Cub Cadet Snow blowers. The ultimate snow throwing control with OHV Crank (2.5 turn chute rotation), 200 degree."
1002681521,WALL TILE,4X4 RESTORE BRT WHT-CA-12.5SF,12.4,,,,,,,,,,,,,"This classic 4-1/4 in. x 4-1/4 in. tile takes on any kitchen or bathroom wall or backsplash. It's a true white ceramic wall tile in a traditional design and a new, modern color. Complete your project with coordinating tile in multiple sizes and shapes from the Restore Bright White collection for style, durability and easy care."
1002681528,WALL TILE,6X6 RESTORE BRIGHT WHITE-CA-12.5SF,22.92,,,,,,,,,,,,,"This timeless 6 in. x 6 in. format takes on any kitchen or bathroom wall or backsplash. It's a true white ceramic wall tile in a traditional design and a new, modern color. Complete your project with coordinating tile in multiple sizes and shapes from the Restore Bright White collection for style, durability and easy care."
1002681535,WALL TILE,4X16 RESTORE BRIGHT WHITE-CA-13.2SF,40.23,,,,,,,,,,,,,"This 4 in. x 16 in. tile is an updated twist on subway tile, with a larger format in a classic shape for a modern update to backsplashes and feature walls in the kitchen, bathroom and more. It's a true white ceramic wall tile in a new, modern color. Complete your project with coordinating tile in multiple sizes and shapes from the Restore Bright White collection for style, durability and easy care."
1002681565,WALL TILE,3X6 RESTORE BRIGHT WHITE-CA-12.5SF,17.45,,,,,,,,,,,,,"A classic 3 in. x 6 in. subway tile that's perfect for timeless backsplashes and feature walls in the kitchen, bathroom, shower and more. It's a true white ceramic wall tile in a traditional design and a new, modern color. Complete your project with coordinating tile in multiple sizes and shapes from the Restore Bright White collection for style, durability and easy care."
1002714348,WALL TILE,3X12 RESTORE BRIGHT WHITE-CA-12SF,31.62,,,,,,,,,,,,,"The 3 in. x 12 in. linear format is an updated twist on a classic subway tile that takes on kitchen and bathroom walls and backsplashes with contemporary style. It's a true white ceramic wall tile in a traditional design and a new, modern color. Complete your project with coordinating tile in multiple sizes and shapes from the Restore Bright White collection for style, durability and easy care."
1003284595,GAS SNOW BLOWERS,TORO POWER MAX 824 OE TWO-STAGE,848.61,,,,,,,,,,,,,"Winter's biggest snowfalls are no match for the self-propelled Power Max 824 OE Snow Blower. With a 252cc Toro Premium 4-cycle OHV engine leading the charge, you'll muscle through the toughest snow and ice Mother Nature has to offer. And you'll be back inside for dinner before your neighbors, too, thanks to a 24 in. wide clearing width and 20 in. intake height that make quick work of even the deepest snow. The innovative Quick Stick control allows you to change the steel chute direction and chute deflector with a single, smooth motion. Convenient one-hand operation levers allow single-handed use, freeing the other hand to change speeds or the chute control without stopping. The exclusive Anti-Clogging System monitors snow intake to reduce clogging and maximize clearing efficiency. The blower is also equipped with hardened gears in your auger gearbox - there are no shear pins to replace. Instead, if the auger hits hard material, the engine will purposely stall to prevent damage. Ideal for concrete, asphalt and gravel surfaces. And with Toro's 3-year limited warranty, you can rest easy knowing that you're prepared for anything winter has in store. Count on it."
1003299727,GAS SNOW BLOWERS,TROY-BILT 2410 2 STAGE SNOW,624.26,,,,,,,,,,,,,"When the forecast calls for up to a foot of snow, The Troy-Bilt STORM 2410 2-Stage Electric Start Snow Blower with 13 in. x 4 in. X-Trac tires and 24 in. clearing path will cut into large drifts with its 21 in. intake height and serrated steel augers. Self-propelled all-wheel drive with choice of 6 forward and 2 reverse speeds, giving you control and versatility in winter conditions. Plus, the remote chute control allows you to adjust the chute direction from the operator area. Powered by a reliable 208cc Troy-Bilt OHV 4-cycle engine with pushbutton electric start. Top Rated by a Leading Publication."
1003299742,GAS SNOW BLOWERS,"TROY-BILT 26"" SNOW 243CC 2ST",844.06,,,,,,,,,,,,,"The Troy-Bilt STORM 2665 2-Stage Electric Start Snow Blower with 15 in. x 5 in. X-Trac, with 26 in. clearing path is built to handle the snow. The 12 in. serrated steel augers will cut through up to 12 in. of snow with ease, season after season. The wide 26 in. clearing width will quickly clear your driveway and an in-dash headlight will help visibility in low light conditions. Just 1-Hand operation offers allows you to adjust the chute controls without disengaging the drive. Self-propelled, all-wheel drive with choice of 6 forward and 2 reverse speeds, giving you control and versatility in Winter conditions. Powered by a reliable 243 cc Troy-Belt OHV 4-cycle engine with push button electric start."
1003335273,1HDL KITCHEN FAUCETS,ADLER 1HDL KITCH FAUC DECK-SPRAY CH,64.71,0.24,0.99,1.27,N,N,N,N,N,N,N,N,N,"With its smooth curves and minimalistic design, the Adler one-handle faucet seamlessly blends with a variety of kitchen decor preferences. The one-handle lever makes it easy to adjust the water, and a matching side spray is included to make cleanup simple. Thanks to the new tool-free faucet installation method, Adler installs 40% faster than MOEN faucets without the new installation option. Available in a Chrome or Spot Resist Stainless Steel finish."
1003335275,1HDL KITCHEN FAUCETS,ADLER 1HDL KITCH FAUCET CH,55.07,0.27,1.08,1.3,N,N,N,N,N,N,N,N,N,"With its smooth curves and minimalistic design, the Adler one-handle faucet seamlessly blends with a variety of kitchen decor preferences. The one-handle lever makes it easy to adjust the water, and a matching side spray is included to make cleanup simple. Thanks to the new tool-free faucet installation method, Adler installs 40% faster than Moen faucets without the new installation option. Available in a Chrome finish."
1003336702,1HDL KITCHEN FAUCETS,ADLER 1HDL KITCH FAUCET W/SPRAY SS,78.52,0.27,1.01,1.28,N,N,N,N,N,N,N,N,N,"With its smooth curves and minimalistic design, the Adler one-handle faucet seamlessly blends with a variety of kitchen decor preferences. The one-handle lever makes it easy to adjust the water, and a matching side spray is included to make cleanup simple. Thanks to the new tool-free faucet installation method, Adler installs 40% faster than MOEN faucets without the new installation option. Available in a Chrome or Spot Resist Stainless Steel finish."
1003336704,1HDL KITCHEN FAUCETS,ADLER 1HDL KITCH FAUCET W/SPRAY CH,64.98,0.25,1,1.29,N,N,N,N,N,N,N,N,N,"With its smooth curves and minimalistic design, the Adler one-handle faucet seamlessly blends with a variety of kitchen decor preferences. The one-handle lever makes it easy to adjust the water, and a matching side spray is included to make cleanup simple. Thanks to the new tool-free faucet installation method, Adler installs 40% faster than MOEN faucets without the new installation option. Available in a Chrome or Spot Resist Stainless Steel finish."
1004084314,CABLE TIES,CE 4+8+11 NAT/BLK CABLE TIES (500),4.68,,,,,,,,,,,,,
1004420364,GAS SNOW BLOWERS,"24"" 2 STAGE SNOW BLOWER",466.14,,,,,,,,,,,,,
1004533907,GAS SNOW BLOWERS,"TORO PWRCLR 721E 21"" SS SNWBLR",599.15,,,,,,,,,,,,,"Combining a perfect blend of power and efficiency, the Toro Power Clear 721 E Single Stage 21 in. Gas Snow Blower is second to none for tough jobs. The blower features push-of-a-button electric start, and its powerful 212cc 4-cycle OHV engine launches snow 35 ft. Shred snow fast with the patented Power Curve system, while the self-propel Power Propel system gets you moving quickly. Garage already filled to the brim. No worries, as the blower's compact design makes for easy storage. Toro stands behind this product with a 2-year Guaranteed-to-Start promise and full warranty, so you can rest easy knowing you're ready for whatever winter has in store. Count on it."
1004533923,"GLOVES,SAFETY APPAREL",FISKARS KNEELING CUSHION,9.97,0.12,0.91,1.33,N,N,N,N,N,N,N,N,N,"Thick for added comfort, the Fiskars Kneeling Cushion protects your knees, both in the garden or around the house. With dual-layer construction for lasting durability and superior comfort, this cushion features a tough, abrasion-resistant, moisture-proof outer shell that stands up to hard, rough, cold or damp surfaces, as well as a soft foam cushion interior that provides ample padding for your kneecaps. A handle makes it easy to carry from 1 project to another."
NEW_SKU_1,WINTER APPAREL,WINTER WORK JACKET,129.98,,,,N,N,N,N,N,N,N,N,N,"A durable jacket to keep the wearer warm in sub-zero temperatures.  Tear-resistant, comfortable, and capable of withstanding the challenges of the most extreme work environments."
NEW_SKU_2,WINTER APPAREL,WINTER BOOT,58.97,,,,N,N,N,N,N,N,N,N,N,"An insulated boot that protects the wearer from inclement weather, extreme temperatures, and impacts from heavy objects."
NEW_SKU_3,WINTER APPAREL,WOOL HAT,19.76,,,,N,N,N,N,N,N,N,N,N,"This comfortable hat is woven from the highest-quality wool.  It is perfect at keeping the head warm in the winter.  Double-stitched, it will withstand the most arduous work environments."
