treatment,company_size,campaign_spend,campaign_budget
TRUE,medium,63.8468,120.8725
TRUE,large,575.6331,567.7044
TRUE,small,2.3117,1.6693
TRUE,small,16.7433,12.6288
TRUE,small,4.1381,2.4639
TRUE,small,5.0324,2.1125
TRUE,small,1.6758,3.1217
TRUE,small,4.9519,0.9904
TRUE,small,2401.2716,1818.9253
TRUE,medium,100.1389,165.5026
TRUE,large,600.9095,560.884
TRUE,small,9.876,9.7996
TRUE,large,500.6005,484.3547
TRUE,small,4.9645,3.1982
TRUE,large,1300.1285,1237.1758
TRUE,large,301.7363,277.5695
TRUE,large,965.9549,895.4261
TRUE,large,2297.3629,2201.0322
TRUE,large,790.6628,744.8201
TRUE,large,956.6345,890.1008
TRUE,small,1.4528,1.0556
TRUE,small,2.008,1.777
TRUE,small,4.1399,3.6526
TRUE,large,100.7439,105.9442
TRUE,small,101.2467,94.8366
TRUE,small,75.8305,74.6892
TRUE,medium,12.1279,9.2919
TRUE,small,26.9182,24.2705
TRUE,small,77.6408,70.9283
TRUE,large,250.3776,495.9519
TRUE,large,251.1644,249.4101
TRUE,small,9451.8155,8342.415
TRUE,small,238.8779,238.585
TRUE,small,26.5497,22.8553
TRUE,small,27.6643,20.3162
TRUE,small,25.4351,20.3205
TRUE,small,11.2758,9.6311
TRUE,small,174.8299,170.251
TRUE,large,8830.953,7909.1183
TRUE,small,34.8287,33.4083
TRUE,large,500.5626,946.024
TRUE,small,7.7288,7.103
TRUE,small,19.1917,18.8395
TRUE,small,73.3696,72.2002
TRUE,small,2.9497,2.3962
TRUE,small,9.3052,8.3344
TRUE,small,7200.4947,6499.3204
TRUE,small,94.0496,86.6557
TRUE,small,13.6235,15.0548
TRUE,small,841.6441,594.2198
TRUE,small,201.5078,329.8129
TRUE,large,580.4556,1104.4047
TRUE,small,100.1658,122.2612
TRUE,large,292.8333,503.0849
TRUE,small,88.8025,97.4363
TRUE,large,290.235,329.1398
TRUE,large,581.9417,701.5845
TRUE,small,55.1677,37.2763
TRUE,small,975.4721,849.0396
TRUE,large,191.0666,381.1243
TRUE,small,12.7403,19.9812
TRUE,small,14.9554,11.3115
TRUE,large,20.035,17.6754
TRUE,large,20.2319,15.7109
TRUE,medium,22.4827,19.8106
TRUE,large,22.4954,20.7409
TRUE,large,20.6477,18.1706
TRUE,large,21.4258,18.4713
TRUE,large,6000.5581,5128.0341
TRUE,large,21.8245,19.1071
TRUE,small,1.7233,0.3447
TRUE,large,42000.1441,35214.8869
TRUE,large,21.4378,19.5577
TRUE,large,58.0435,51.8484
TRUE,large,21.8825,19.9555
TRUE,small,46.2173,44.7971
TRUE,small,101.1189,100.0258
TRUE,large,24001.4995,14215.5065
TRUE,large,60000.5981,57480.0337
TRUE,large,12000.4526,11138.9061
TRUE,small,5.4277,10.5727
TRUE,small,4.3186,2.6668
TRUE,large,108.8978,108.5874
TRUE,small,75.4572,43.8227
TRUE,small,50.068,79.237
TRUE,small,42.2461,37.5462
TRUE,small,600.2931,549.5396
TRUE,small,1200.733,739.9187
TRUE,small,10.7652,10.0892
TRUE,small,4.7099,9.0904
TRUE,small,75.6172,61.3915
TRUE,small,51.4637,66.2072
TRUE,small,75.2277,68.9695
TRUE,small,8402.1515,6814.6087
TRUE,small,51.1801,43.8167
TRUE,small,3.8983,2.7254
TRUE,large,108.7031,132.8904
TRUE,large,74.4719,70.5639
TRUE,small,1419.3742,1267.4647
TRUE,large,214.2298,210.2577
TRUE,large,21.3817,27.808
TRUE,large,93.657,112.5466
TRUE,small,3.7724,2.8667
TRUE,small,68.1687,59.1637
TRUE,small,5.6671,4.0416
TRUE,small,14.7482,10.7881
TRUE,small,20.8001,19.2572
TRUE,large,1294.488,1261.6349
TRUE,large,1295.5012,1286.869
TRUE,small,32.6418,32.1659
TRUE,small,18.9474,18.8394
TRUE,small,12.5456,8.8481
TRUE,medium,1792.8208,1697.7904
TRUE,small,28.2039,25.8165
TRUE,medium,125.8728,123.2751
TRUE,small,40.2374,32.103
TRUE,small,1.2699,0.9443
TRUE,small,18.305,16.815
TRUE,small,10.6689,13.0019
TRUE,small,58.8485,47.3047
TRUE,small,3.9466,5.899
TRUE,small,8.874,8.0442
TRUE,small,1192.7545,1171.654
TRUE,small,12478.6165,11093.4171
TRUE,large,23.8006,19.139
TRUE,small,45.5256,40.5604
TRUE,small,100501.4884,87635.4781
TRUE,small,7.9678,13.7994
TRUE,medium,27.7801,45.7066
TRUE,medium,50.8673,50.8182
TRUE,small,201.8483,193.2437
TRUE,large,113.2563,114.656
TRUE,small,145.102,180.5615
TRUE,large,114.7397,106.7874
TRUE,small,11.7197,5.9186
TRUE,small,15.3094,4.3741
TRUE,small,3.7415,3.5632
TRUE,small,594.078,864.7615
TRUE,small,150.3605,140.599
TRUE,small,558.858,375.1792
TRUE,small,252.0651,262.3185
TRUE,large,4.7256,1.2264
TRUE,small,13.0366,9.0608
TRUE,large,5.9638,4.3534
TRUE,small,9.4454,6.359
TRUE,large,1216.5046,2113.974
TRUE,small,7.9102,3.8389
TRUE,medium,11.4002,5.5221
TRUE,small,68.9763,107.2373
TRUE,small,225.2189,231.51
TRUE,small,45.6579,47.4755
TRUE,medium,46.6234,42.6448
TRUE,small,68.5963,70.6595
TRUE,small,37.2264,65.1058
TRUE,small,38.4434,68.6605
TRUE,small,226.292,245.0347
TRUE,small,46.5037,76.4209
TRUE,small,67.4377,115.0259
TRUE,small,47.0942,49.2944
TRUE,small,46.0223,80.6649
TRUE,small,88.7635,88.1977
TRUE,small,4.5638,1.5802
TRUE,small,2417.0226,1203.6444
TRUE,small,414.4439,614.6926
TRUE,small,14.7783,7.275
TRUE,small,5.5463,2.9669
TRUE,small,5.54,4.3652
TRUE,large,133.4181,128.2542
TRUE,large,151.6951,149.2945
TRUE,small,5.4958,10.3277
TRUE,medium,84.4836,79.0935
TRUE,small,20.3994,20.1244
TRUE,small,2400.3321,2216.2012
TRUE,small,2.8952,1.1694
TRUE,large,32.1184,24.1462
TRUE,large,1803.8693,1798.7487
TRUE,small,24000.6767,20391.526
TRUE,small,1.3785,0.4016
TRUE,large,62.5336,58.0675
TRUE,small,2.7047,1.7335
TRUE,small,55.674,44.6407
TRUE,large,34.6932,29.8478
TRUE,small,2.243,1.8038
TRUE,small,2.8495,1.1907
TRUE,large,405.5775,404.0878
TRUE,large,97.9565,86.2893
TRUE,large,101.0756,200.7501
TRUE,large,97.9413,99.2809
TRUE,small,57.5915,54.9384
TRUE,large,78.5201,78.3607
TRUE,large,55.1577,42.2613
TRUE,large,55.5236,42.8408
TRUE,small,27.2314,24.9611
TRUE,small,14.1845,13.4778
TRUE,small,2.7812,5.3507
TRUE,medium,32.0812,31.4448
TRUE,small,11.1008,9.0763
TRUE,large,251.5597,408.0112
TRUE,small,101.6359,94.6528
TRUE,small,90.0669,130.3094
TRUE,small,5.3021,4.5478
TRUE,large,250.1489,293.1308
TRUE,small,7.1446,4.4426
TRUE,large,250.025,424.474
TRUE,small,3158.9365,3033.8521
TRUE,small,67.0172,121.9714
TRUE,small,201.3304,200.9213
TRUE,small,14.3665,12.5552
TRUE,medium,215712.0936,386967.7454
TRUE,small,26.4617,23.0749
TRUE,medium,255.873,266.3762
TRUE,small,5.7158,2.8061
TRUE,small,5.3241,1.2236
TRUE,large,304.2332,287.5313
TRUE,small,5.2117,4.5456
TRUE,small,5.5515,10.1252
TRUE,small,21.0801,21.0035
TRUE,small,20.023,19.8182
TRUE,small,20.3898,38.9084
TRUE,small,15.9359,14.5841
TRUE,large,1616.1582,1580.8764
TRUE,large,521.0314,508.7913
TRUE,small,9.6604,7.8504
TRUE,large,389.9578,381.5101
TRUE,small,9.9724,3.2522
TRUE,large,149.9708,132.2838
TRUE,large,99.814,140.0645
TRUE,large,70.0939,132.4591
TRUE,large,50.1531,91.5006
TRUE,large,240.4469,430.7757
TRUE,small,26402.1658,31989.5762
TRUE,small,6.6609,6.0798
TRUE,small,23.8149,20.8385
TRUE,small,9.5184,9.0835
TRUE,large,201.5962,205.8567
TRUE,large,139997.6319,127195.445
TRUE,large,876.1739,848.0053
TRUE,small,11.8795,19.5072
TRUE,large,292.9394,338.8867
TRUE,large,1157.7905,1492.6239
TRUE,small,105.0152,113.1824
TRUE,small,3.1506,0.6301
TRUE,large,168.6279,157.1239
TRUE,large,134.8231,121.5804
TRUE,small,4.1309,1.9901
TRUE,small,50.1325,38.7978
TRUE,small,45.7863,56.4216
TRUE,small,21.546,18.6655
TRUE,small,9.1075,3.791
TRUE,large,68.5951,66.4064
TRUE,small,12.1999,12.1222
TRUE,small,5.0662,1.0132
TRUE,small,20.3494,14.5405
TRUE,small,10.4285,9.1787
TRUE,small,9.8647,16.0952
TRUE,large,117.5426,114.758
TRUE,large,184.2424,181.2631
TRUE,small,559.1857,539.6066
TRUE,small,15.203,11.6401
TRUE,small,25.1011,24.8328
TRUE,small,68.0875,84.4278
TRUE,large,96000.4137,94645.4614
TRUE,small,20.8609,18.6428
TRUE,large,37.0503,66.7177
TRUE,large,2002.1549,2971.0315
TRUE,large,2000.3255,3791.958
TRUE,large,2001.5341,2556.0601
TRUE,small,8.0617,6.935
TRUE,large,2000.4123,3058.8604
TRUE,large,2000.1785,2057.8315
TRUE,large,2000.0573,2593.9314
TRUE,large,2001.5266,3264.4177
TRUE,small,5.4459,4.6876
TRUE,medium,30.1634,45.6274
TRUE,medium,96.7221,114.3381
TRUE,small,10.5694,8.2363
TRUE,small,6.946,5.6266
TRUE,large,339.8668,616.6247
TRUE,large,8032.7519,6441.3316
TRUE,large,170.6159,169.3513
TRUE,large,1605.1344,1576.6661
TRUE,small,30.7119,30.6593
TRUE,large,697.1959,676.9951
TRUE,large,461.6856,428.2699
TRUE,small,20.6151,18.1282
TRUE,small,33.0152,32.3842
TRUE,small,7.1122,6.6601
TRUE,large,59.0443,58.8177
TRUE,large,100.3477,94.8826
TRUE,small,1001.0863,937.6539
TRUE,small,500.9805,479.9429
TRUE,small,0.9665,0.9496
TRUE,large,40.7526,40.1865
TRUE,small,30.3167,30.0407
TRUE,small,2.2435,1.9228
TRUE,large,25.0712,24.4598
TRUE,small,451.2532,368.8405
TRUE,small,4.1379,4.079
TRUE,small,7201.5013,4831.8664
TRUE,small,2401.6898,4610.5435
TRUE,large,36.4127,25.5623
TRUE,large,194.8301,181.8931
TRUE,large,358.7733,347.8959
TRUE,large,141.4367,131.9928
TRUE,large,242.8175,232.9143
TRUE,large,35.0752,57.8017
TRUE,small,6.2187,5.2456
TRUE,large,70.5567,62.6083
TRUE,large,54.0504,47.2481
TRUE,large,286.1193,258.518
TRUE,large,53.7248,47.704
TRUE,large,55.1899,45.8955
TRUE,large,569.2832,849.5269
TRUE,large,35.4762,28.3091
TRUE,large,495.5721,480.4247
TRUE,large,717.8231,706.8053
TRUE,small,7201.5384,13082.2591
TRUE,large,27.6891,18.5235
TRUE,small,31.3459,29.8946
TRUE,small,16.3458,14.5367
TRUE,small,22.2516,12.2169
TRUE,large,96.0227,82.1453
TRUE,large,53.3184,49.1145
TRUE,small,14.9329,20.1992
TRUE,small,58.279,53.8495
TRUE,small,50.7178,44.4438
TRUE,small,7.6762,13.1791
TRUE,small,64.4335,56.8499
TRUE,small,57.8586,59.5365
TRUE,small,58.3405,46.6841
TRUE,small,5.1355,3.0795
TRUE,large,5001.8742,4924.038
TRUE,large,48.8527,87.467
TRUE,medium,11195.6002,9160.138
TRUE,small,26.1851,30.4748
TRUE,small,31.3217,24.7509
TRUE,large,3999.0047,3979.7348
TRUE,large,49.9356,93.6303
TRUE,large,291.1558,270.5718
TRUE,small,8.4559,12.6945
TRUE,small,29.1868,10.539
TRUE,large,9.5359,1.9072
TRUE,large,183186.6169,127112.559
TRUE,small,30.0454,54.3986
TRUE,small,27.0147,35.7429
TRUE,large,38.6011,74.666
TRUE,large,460.4698,800.8582
TRUE,small,4.5519,0.9104
TRUE,large,46.1439,66.2723
TRUE,large,788.1633,1373.235
TRUE,large,120000.8582,109243.7163
TRUE,large,102.8428,100.8443
TRUE,large,101.0921,90.8928
TRUE,small,2.6303,1.6308
TRUE,small,8404.8643,7855.3313
TRUE,small,5.9609,4.8848
TRUE,small,5.5468,5.4455
TRUE,small,654.503,633.4909
TRUE,small,25.4092,21.6383
TRUE,small,808.438,987.6415
TRUE,medium,20.0569,18.7896
TRUE,medium,20.3744,17.3038
TRUE,small,35.5287,56.9541
TRUE,small,65.9549,127.5662
TRUE,small,18.3635,34.7652
TRUE,medium,19.8503,16.7223
TRUE,small,994.2489,992.9364
TRUE,small,6.8568,1.3714
TRUE,small,21.1566,21.1338
TRUE,small,12001.4366,7605.9422
TRUE,small,24.4023,31.1982
TRUE,small,13.9009,13.7363
TRUE,small,14.548,17.4793
TRUE,large,320.5398,313.234
TRUE,small,10.6639,7.0905
TRUE,large,10.9814,7.5785
TRUE,large,21.8326,19.5418
TRUE,small,16.6833,15.0898
TRUE,small,31.9498,30.0124
TRUE,large,263.956,251.4186
TRUE,small,26.5388,51.2942
TRUE,small,36.2204,35.4657
TRUE,small,4.9641,8.3825
TRUE,large,290.2485,274.539
TRUE,small,52.6413,102.3981
TRUE,small,46.8883,36.6844
TRUE,small,41.9068,83.641
TRUE,small,24.5975,21.1749
TRUE,small,18.4521,12.5539
TRUE,small,10.431,10.4137
TRUE,small,24.4121,37.6554
TRUE,small,5.8333,1.4134
TRUE,small,11.4428,22.3835
TRUE,large,7434.3336,7164.5767
TRUE,small,4800.6811,4724.509
TRUE,large,21.9548,21.0581
TRUE,large,1.9616,1.6521
TRUE,large,240.8893,465.7296
TRUE,large,23.5848,23.5066
TRUE,large,22.0661,21.4197
TRUE,large,59.7997,74.4634
TRUE,large,42.9002,41.9251
TRUE,small,1.9303,0.7403
TRUE,small,195.2299,315.0662
TRUE,large,11.8192,10.3781
TRUE,small,189.6463,213.028
TRUE,large,9.73,9.2501
TRUE,small,195.4633,203.1844
TRUE,large,130.3845,213.0812
TRUE,large,17.9733,17.3847
TRUE,large,3.9553,3.3969
TRUE,large,27.4882,48.4469
TRUE,small,190.4616,324.8975
TRUE,large,1.9677,1.675
TRUE,large,91.3331,148.3914
TRUE,large,2.1311,1.865
TRUE,large,19.1154,18.9219
TRUE,large,10.6305,9.3928
TRUE,small,20.3896,16.524
TRUE,large,91.2835,165.093
TRUE,large,73.5621,72.4843
TRUE,small,15.024,13.3155
TRUE,large,17.4668,16.3394
TRUE,large,2.3557,2.1619
TRUE,large,270.1631,332.5532
TRUE,large,20.0201,30.7307
TRUE,large,68.8556,86.0656
TRUE,large,2.5127,2.263
TRUE,large,8.677,6.3183
TRUE,small,5.0623,8.8285
TRUE,large,4.9742,3.3349
TRUE,large,7.3541,4.6957
TRUE,large,8.3445,6.8475
TRUE,small,41.4941,16.2375
TRUE,large,7.8858,6.958
TRUE,large,21.5282,20.654
TRUE,large,97.654,96.2512
TRUE,large,18.4296,17.5611
TRUE,large,18.9979,17.5582
TRUE,large,4.7524,3.936
TRUE,small,28.6822,26.291
TRUE,small,31.4627,30.5528
TRUE,large,1.3396,1.0243
TRUE,small,20.7111,19.8654
TRUE,medium,117.4611,87.777
TRUE,large,7598.3755,13147.9166
TRUE,large,7591.2967,10369.8127
TRUE,large,7963.877,11137.3929
TRUE,large,7579.9095,11375.6936
TRUE,large,7609.0081,9547.8291
TRUE,large,8668.3296,8931.7254
TRUE,small,98.4272,195.9359
TRUE,large,7601.5259,11978.6061
TRUE,medium,60.6067,73.3851
TRUE,medium,175.4663,153.9218
TRUE,small,1200.0777,1161.0103
TRUE,small,18.3867,16.1327
TRUE,small,13.3197,6.7337
TRUE,small,116.9163,217.5171
TRUE,large,136.7462,134.5602
TRUE,small,16.3646,29.5817
TRUE,small,23.3028,22.6308
TRUE,small,13.9034,11.4638
TRUE,small,28.1724,37.7524
TRUE,small,15.2428,11.6912
TRUE,small,32.4025,31.011
TRUE,medium,772.1066,756.3503
TRUE,large,1496.0198,1601.806
TRUE,small,75.5045,65.203
TRUE,small,12.0036,2.4007
TRUE,large,176.825,173.8995
TRUE,small,21.5405,15.8668
TRUE,large,170.2474,169.6858
TRUE,small,3601.4246,3161.0165
TRUE,small,3.4324,3.2175
TRUE,large,6.8644,1.3729
TRUE,large,23.4573,16.8378
TRUE,small,2.4879,2.3359
TRUE,large,44.5952,44.2379
TRUE,large,78.034,77.9967
TRUE,small,22.3672,16.0998
TRUE,medium,25.9593,20.9239
TRUE,small,14.154,12.266
TRUE,small,8.0746,7.4787
TRUE,small,3.5986,6.9346
TRUE,small,50.3228,43.966
TRUE,small,83.0977,75.9176
TRUE,small,34.7774,25.6699
TRUE,small,49.1025,43.8391
TRUE,small,39.5873,33.1567
TRUE,small,11.9159,9.2445
TRUE,large,10.3749,9.9203
TRUE,small,502.2401,624.8705
TRUE,large,36.8333,36.4302
TRUE,medium,60.1489,55.1112
TRUE,small,10.8642,11.9487
TRUE,large,9.7641,8.8847
TRUE,large,12.2065,8.1435
TRUE,small,3.4092,4.4987
TRUE,small,35.627,28.679
TRUE,large,297.5101,384.9072
TRUE,small,4.4547,3.9174
TRUE,large,55.9283,41.4325
TRUE,large,11.3728,8.792
TRUE,small,3.56,4.7012
TRUE,large,24.0367,22.5612
TRUE,large,197.6169,191.7203
TRUE,small,25.2828,18.1458
TRUE,large,481.3239,476.2816
TRUE,small,8.9948,14.2363
TRUE,large,563.3218,551.1484
TRUE,small,11.7734,11.0042
TRUE,small,9.8559,13.4003
TRUE,large,204.2136,201.1782
TRUE,small,5.5342,1.1068
TRUE,small,8.2386,5.9716
TRUE,small,11.0707,9.7528
TRUE,large,26.0622,22.862
TRUE,small,157.9544,115.3343
TRUE,small,8.2334,6.3854
TRUE,small,153.2572,143.6859
TRUE,small,1681.3458,1616.8357
TRUE,small,10081.1256,9623.8397
TRUE,small,9.3781,8.651
TRUE,large,25.4343,21.608
TRUE,small,28082.1372,27934.8256
TRUE,small,12.6312,11.9834
TRUE,small,12002.109,11906.064
TRUE,large,61.7071,61.4047
TRUE,small,20.0714,18.2786
TRUE,large,154.1254,157.0599
TRUE,small,20.906,18.8883
TRUE,small,51.5018,41.656
TRUE,large,14.0091,10.2282
TRUE,small,13.0354,12.3179
TRUE,large,58.1108,57.267
TRUE,small,22.1216,19.5215
TRUE,small,417.1758,392.1167
TRUE,large,155.1522,290.4333
TRUE,small,23.3885,21.2959
TRUE,large,173.351,170.7546
TRUE,small,17.4466,16.807
TRUE,large,14.889,9.7146
TRUE,small,21.4512,19.2574
TRUE,small,0.6849,1.4671
TRUE,small,230.8108,226.1102
TRUE,small,113.6356,200.9527
TRUE,large,212.7395,211.0133
TRUE,small,232.7017,442.5796
TRUE,large,14.9954,12.958
TRUE,small,11.5659,9.5153
TRUE,large,32.4449,22.2693
TRUE,large,59.0615,58.7858
TRUE,small,31.7766,23.1847
TRUE,large,57.9884,56.7647
TRUE,small,19.2091,18.7579
TRUE,small,6.8273,8.5352
TRUE,small,38.2297,35.5625
TRUE,large,75.4671,72.7147
TRUE,small,10.5906,6.7553
TRUE,large,75.2407,70.6087
TRUE,small,11.1799,21.9718
TRUE,small,15.0463,4.6559
TRUE,large,107.8278,210.6069
TRUE,large,75.4261,74.6542
TRUE,small,7.4222,3.0095
TRUE,large,34.7095,30.2677
TRUE,large,76.3384,73.3556
TRUE,small,259.3074,284.9038
TRUE,small,31.2077,45.0834
TRUE,large,77.7551,72.7048
TRUE,small,316.5593,117.1201
TRUE,large,76.1823,75.8936
TRUE,large,75.8608,71.348
TRUE,small,29.1711,25.2282
TRUE,small,26.4972,23.2818
TRUE,small,3.8521,7.6836
TRUE,medium,181.8269,177.9997
TRUE,small,7.1737,7.0957
TRUE,small,2001.4943,1444.2976
TRUE,small,4001.928,7661.0245
TRUE,small,2001.1192,1292.237
TRUE,large,63.2753,56.1954
TRUE,small,30.9471,27.1623
TRUE,large,76.4405,76.0123
TRUE,small,2000.0848,1462.7063
TRUE,small,4000.2345,6751.7081
TRUE,small,6.2721,6.0646
TRUE,small,2501.2611,2497.5467
TRUE,small,134.725,124.6769
TRUE,small,101.1084,89.8227
TRUE,small,20.5078,32.3586
TRUE,small,50.884,38.6327
TRUE,small,15.4971,14.0554
TRUE,small,111.2757,106.7673
TRUE,large,58.9612,55.5708
TRUE,small,7.5169,7.0175
TRUE,small,25.4456,22.2234
TRUE,medium,90.8451,146.1994
TRUE,small,6.8545,5.9811
TRUE,large,46.6531,43.1217
TRUE,large,39.1733,36.2528
TRUE,small,282.9545,272.598
TRUE,small,15.1378,24.4077
TRUE,large,227.927,223.829
TRUE,large,88.6953,83.013
TRUE,small,450.6989,495.0844
TRUE,large,89.0086,86.9501
TRUE,large,234.6031,223.9119
TRUE,large,403.0973,801.2174
TRUE,small,30.9724,54.9873
TRUE,small,271.0354,312.7047
TRUE,small,111.8099,110.7769
TRUE,small,29.5069,27.0497
TRUE,small,667.0705,971.092
TRUE,large,6.2601,5.3641
TRUE,large,5.3293,4.5072
TRUE,large,7.5673,7.144
TRUE,small,15.0393,23.9465
TRUE,large,5.5175,4.9821
TRUE,large,4.5131,3.6856
TRUE,large,6.2084,5.6863
TRUE,large,5.203,4.1937
TRUE,large,38.4512,34.1437
TRUE,small,25.5697,22.866
TRUE,small,38.8878,36.8371
TRUE,small,5.1744,2.7959
TRUE,large,89.0043,85.8146
TRUE,small,1576.8568,1436.1245
TRUE,large,45.7274,52.966
TRUE,small,58.3291,57.7833
TRUE,large,32.0046,27.4673
TRUE,small,96.6022,96.328
TRUE,small,46.217,40.0978
TRUE,medium,47.5368,47.217
TRUE,large,17.7408,12.6352
TRUE,small,75.3654,69.7365
TRUE,medium,120.5558,102.7371
TRUE,small,46.6178,44.8067
TRUE,large,21.1062,13.6376
TRUE,large,3091.2077,3014.7972
TRUE,large,3869.2987,3774.3438
TRUE,small,751.6673,1154.4332
TRUE,large,19.2636,14.5459
TRUE,large,7.9682,6.4526
TRUE,large,20.4794,15.1835
TRUE,large,584.3184,539.7394
TRUE,small,62.2323,111.7136
TRUE,medium,169.9138,159.4509
TRUE,small,0.9938,0.4622
TRUE,large,44.9517,38.1782
TRUE,medium,21.4598,18.7616
TRUE,large,862.0672,830.6716
TRUE,large,13.9205,10.342
TRUE,large,11.5638,4.2182
TRUE,large,862.9058,849.2637
TRUE,large,18.0263,13.0171
TRUE,medium,20.4733,16.2168
TRUE,small,41.6218,82.9753
TRUE,medium,10.9521,6.6483
TRUE,small,13.9673,12.6649
TRUE,small,78.287,96.3595
TRUE,large,6.2075,6.1233
TRUE,large,18.9311,18.4369
TRUE,large,4.9013,4.2514
TRUE,large,7.3656,5.9078
TRUE,large,5.3404,4.5396
TRUE,large,5.3755,3.5498
TRUE,large,9.8025,9.1258
TRUE,large,6.3413,4.7693
TRUE,small,9600.5037,9219.9385
TRUE,small,84.1818,71.3365
TRUE,medium,600.2038,559.8891
TRUE,medium,300.8137,564.1693
TRUE,large,7.848,7.7501
TRUE,small,180.8709,171.1976
TRUE,small,8.8892,8.6723
TRUE,small,86.9553,78.9075
TRUE,small,14.1774,13.765
TRUE,small,7.3807,6.9893
TRUE,small,7.3217,6.6825
TRUE,small,21.8959,21.521
TRUE,small,8.0205,7.7723
TRUE,small,27.2246,18.4984
TRUE,small,6.9385,3.7599
TRUE,large,12916.7581,12478.6857
TRUE,large,7449.4435,6947.2067
TRUE,small,7.7659,7.5602
TRUE,small,6.8396,6.3401
TRUE,small,7.5975,7.2955
TRUE,small,6.5163,6.2453
TRUE,small,3.7306,3.4941
TRUE,small,21.4809,21.4352
TRUE,small,23.2941,45.7496
TRUE,small,7.757,7.1688
TRUE,small,8.7568,8.4007
TRUE,small,7.6783,7.5188
TRUE,small,7.7735,7.7365
TRUE,small,21.3929,21.3342
TRUE,small,6.8928,6.6238
TRUE,small,21.6363,19.0583
TRUE,large,76.7271,75.8292
TRUE,small,7.8031,1.5606
TRUE,small,40.3482,29.4749
TRUE,large,71.4643,60.5572
TRUE,small,12.3081,6.8532
TRUE,small,20.0226,38.1691
TRUE,small,30.499,28.4223
TRUE,small,54.1152,53.824
TRUE,small,70.8007,70.4762
TRUE,small,1.5108,2.6488
TRUE,small,30.2075,28.8709
TRUE,small,8.0205,4.933
TRUE,small,41.1366,40.849
TRUE,small,39.8816,29.952
TRUE,small,1.0303,2.0548
TRUE,small,7.7618,6.8138
TRUE,small,60.1803,59.7941
TRUE,small,25.5056,15.3803
TRUE,small,4.3831,4.2144
TRUE,medium,13.0785,11.6688
TRUE,small,24.1611,19.3626
TRUE,medium,9.4491,2.8054
TRUE,small,10.9796,10.7727
TRUE,small,119.226,114.6187
TRUE,medium,19.3748,16.9532
TRUE,large,24.4872,24.2804
TRUE,medium,16.0478,12.2819
TRUE,small,114.9877,113.1696
TRUE,medium,12.0302,7.9147
TRUE,small,37.5209,30.1195
TRUE,medium,10.0786,5.6553
TRUE,small,77.5905,72.5879
TRUE,large,31.3906,31.2147
TRUE,large,66.2526,65.0328
TRUE,small,1.0418,0.9497
TRUE,large,66.7629,65.1731
TRUE,large,28.7261,28.4369
TRUE,large,67.1276,66.1229
TRUE,large,21.3164,21.148
TRUE,large,29.3808,29.1806
TRUE,small,2.0321,1.4508
TRUE,small,5.4469,5.0884
TRUE,large,22.2452,22.1739
TRUE,large,68.0749,66.4709
TRUE,large,17.022,16.8886
TRUE,small,174.9432,172.9255
TRUE,large,20.2083,19.8652
TRUE,large,24.6457,24.3032
TRUE,large,19.2829,19.0937
TRUE,large,29.6414,29.431
TRUE,small,12.7441,20.8844
TRUE,small,336.8507,276.9225
TRUE,small,14.2505,14.1776
TRUE,small,59.4144,53.8994
TRUE,small,3.3512,3.2924
TRUE,small,3.7445,3.1107
TRUE,small,6.4953,4.3976
TRUE,small,25.1788,21.4678
TRUE,small,241.0488,238.848
TRUE,small,136.4292,133.9823
TRUE,small,51.468,70.0048
TRUE,small,271.9384,268.9936
TRUE,large,2002.2671,1903.0529
TRUE,small,32.4141,30.4263
TRUE,small,136.6235,136.0243
TRUE,medium,57.6625,55.4725
TRUE,small,20.0976,10.7216
TRUE,medium,56.315,54.7264
TRUE,small,310.5049,335.1566
TRUE,medium,81.7521,145.1198
TRUE,medium,8401.7466,7126.5057
TRUE,medium,56.5947,55.5453
TRUE,medium,58.0503,55.9166
TRUE,small,117.5475,116.7696
TRUE,large,153.2901,164.2758
TRUE,large,2609.1373,2450.0381
TRUE,medium,31.5409,30.1662
TRUE,small,13.1668,10.2091
TRUE,medium,15.4091,9.4956
TRUE,large,54.1985,53.0649
TRUE,small,7.7424,5.3674
TRUE,large,46.9707,93.7997
TRUE,large,37.8155,70.7551
TRUE,large,36.051,67.2397
TRUE,small,36.1227,30.8973
TRUE,small,13005.6204,12312.6596
TRUE,small,4.5967,1.4103
TRUE,small,189.2317,187.3778
TRUE,small,52.5916,64.8054
TRUE,small,32.3421,29.7124
TRUE,small,480.5288,348.1283
TRUE,small,9.3962,6.254
TRUE,small,2.6741,2.6317
TRUE,small,1577.6321,1574.0096
TRUE,small,19.291,20.829
TRUE,small,16.9854,23.7998
TRUE,small,27.9016,27.6932
TRUE,small,71.0539,105.797
TRUE,medium,143.9349,138.1212
TRUE,medium,102.9739,112.8379
TRUE,small,8.6228,13.5249
TRUE,small,16.4054,13.6882
TRUE,large,15.0048,14.7657
TRUE,small,48.9044,48.0922
TRUE,small,8.8035,11.0485
TRUE,small,26.1522,24.6679
TRUE,large,585.9049,545.2069
TRUE,large,297.4735,286.8399
TRUE,medium,200.461,352.1255
TRUE,small,2401.1736,1713.2815
TRUE,large,507.9328,476.1862
TRUE,small,27989.8006,26044.9053
TRUE,medium,2.8656,1.9209
TRUE,medium,25.2031,19.0468
TRUE,small,113.8604,107.9282
TRUE,medium,14.1776,11.0666
